ArticleID,Authors,PublicationYear,CiteMeAs,BiblioBackBoneSLM,OldBiblioSLM,TimesCited,Title,Affiliation,Country,Abstract,JournalConferenceCitation,CitedReferences,CountCitedReferences,isDHQ,Latitude,Longitude,GeocodedCountry,Department,WOSSubjectArea,DHQKeywords
58,"Lyman, Eugene",2009,lyman2009, ,isolate_1018,0,May the Text Rise up to Meet You: New Ways of Reading Old Manuscripts,University of Rhode Island,United States of America, ,Digital Humanities Quarterly, ,0,1,-71.5317118,41.4863755,united states,Ocean Science,Oceanography,"interface and user experience design | medieval studies | text encoding | mark-up technologies | reading methodologies - close, distant, deep"
184,"Lynch, Tom J.",2014,lynch2014,community_3,community_1,0,Social Networks and Archival Context Project: A Case Study of Emerging Cyberinfrastructure,Computer Sciences Corporation,United States of America,"For digital humanists planning to build tools for cyberinfrastructure several variables ought to be defined for each project. Pay close attention to the balance of traditional methods and new ways of conducting research. When gathering resources to do the job, seek contributions of different domain experts. Also, careful consideration of a toolï¿_s intended scope will help refine the required resources needed to complete a project. This case study illustrates how one project, the Social Networks and Archival Context Project (SNAC), has defined these variables. The process of building a new tool also benefits from an awareness of older infrastructure that has come before it. SNAC illustrates this awareness in the way it has taken advantage of previously existing infrastructure, both cyber and not, by extending its purpose and building new features on top of it.",Digital Humanities Quarterly,acls2006 | blackwellcrane2009 | borgman2009 | boydellison2008 | case1991 | chuketal2012 | collinsetal2012 | collinsjubb2012 | craneetal2009 | dainesnimer2012 | daltoncharnigo2004 | drucker2009b | duffjohnson2002 | friedlander2009 | huntetal2011 | IATHa | IATHb | IATHc | IATHd | IATHe | IATHf | IATH2014 | joula2008 | kadushin2012 | kolbitschmaurer2006 | larsonjanakiraman2011 | loc2011a | loc2011b | pitti1999 | pitti2004 | pitti2006 | schreibmanhanlon2010 | seal2012 | berlin | svensson2011 | theimer2011 | wilson1998 | worldcat,38,1,-73.577693,45.495413,canada,Computer Science,"Computer Science, Interdisciplinary Applications",cyberinfrastructure | interdisciplinary collaboration | software/tool design and development | information architecture | metadata | resource creation and discovery | corpora and corpus activities | archives | digital archives | project design
25,"Mahoney, Anne",2009,mahoney2009,community_6,community_2,1,Tachypaedia Byzantina: The Suda On Line as Collaborative Encyclopedia,Tufts University,United States of America,"The Suda On Line (SOL) is a collaborative translation of a Byzantine Greek encyclopedia. It makes this difficult but useful text available to non-specialists and, with annotations and search facilities, makes the Suda easier to use than it is in print. As a collaboration, SOL demonstrates open peer review and the feasibility of a large, but closely focused, humanities project.",Digital Humanities Quarterly,adler1938 | boyer1990 | cancick2002 | damrosch2006 | dickey2007 | dionisotti1990 | finkel2000 | shuttleworthkraus2002 | henderson1998 | herrin1996 | hornblower1996 | macdowell1995 | mccarty2002 | most1999 | pfeiffer1999 | reynolds1991 | rydbergcox2006 | winchester2003 | zecchini1999,19,1,-71.1190232,42.4074843,united states,Classics,Classics,classics | resources creation and discovery | software/tool design and development | collaborative digital scholarship | open access | collaborative editing | scholarly editing | corpora and corpus activities | information retrieval | crowdsourcing | digital classics | project design
59,"Mandell, Laura",2009,mandell2009, ,isolate_1019,0,The Poetess Archive Database,Miami University of Ohio,United States of America, ,Digital Humanities Quarterly, ,0,1,-84.7308768,39.5105334,united states,English,Language & Linguistics,"genre-specific studies: prose, poetry, drama, song, comic/graphic | databases | digital archives | TEI | metadata | standards and interoperability | software/tool design and development"
17,"Marino, Mark C.",2008,marino2008,community_0,community_0,0,Review: The Electronic Literature Collection Volume I: A New Media Primer,University of Southern California,United States of America, ,Digital Humanities Quarterly,hayles2006 | hayles2007b | hayles2003 | hayles2008a | kendall2007a | montfort2007 | nelson2005 | rettberg2007 | strickland2007,9,1,-118.285117,34.0223519,united states,Writing,Language & Linguistics,publishing and delivery systems | multimedia | digital publishing | new/digital media studies | digital literary studies | processing language | hypertext | copyright and licensing | open access | sustainability and preservation
157,"Marino, Mark C.",2013,marino2013,community_2,community_0,0,Code as Ritualized Poetry: The Tactics of the Transborder Immigrant Tool,University of Southern California,United States of America,"The Transborder Immigrant Tool is a provocative mobile phone app by the Electronic Disturbance Theater (EDT) that provides sustenance to border crossers by leading them to water and guiding them with poetry. Although the tool can be applied to any border, the chief border it has been tied to and tested on is the US-Mexico border. The EDT present the project as an artistic disruption of the tired national political theater staged at that border. The piece refocuses attention on the basic human needs of those caught in the middle of the stale and stalemated divide. For the EDT, every part of the piece participates in this disruption not merely the finished app or the poetry but the code as well. In this paper, I ask, what would it mean for the code to poetic disruption? One set of poetry for the project created by Amy Sara Carroll offers instructions for desert survival. By presenting instructions as poems, she offers one entre into reading the source code of the app as poetry. Using the methods of Critical Code Studies, I read the code of TBT in light of and as part of the poetic intervention of this complex performance.",Digital Humanities Quarterly,bakhtin1982 | borovoy2011 | stalbaum | camnitzer2007 | cantwell1993 | carroll2011 | carroll2012 | disessa2001 | dislocative2010a | dislocative2010b | douglass2010 | dunbar2009 | dworkin1993 | marino2006 | miller2010 | morlan2010 | najarro2007 | perens1999 | raley2009 | theater2011 | hunter2009 | thompson2011 | urrea2005,23,1,-118.285117,34.0223519,united states,Writing,Language & Linguistics,"critical code studies | genre-specific studies: prose, poetry, drama, song, comic/graphic | software/tool design and development | mobile applications and mobile design | open access | annotation systems | performance studies | cultural studies | crowdsourcing"
192,"Mauro, Aaron",2014,mauro2014,community_1,community_2,0,Versioning Loss: Jonathan Safran Foerï¿_s Tree of Codes and the Materiality of Digital Publishing,The Behrend College,United States of America,"The recent proliferation of experimental literature has produced a critical and creative exchange between the possibilities of print and digital distribution platforms. Through a focused study of Jonathan Safran Foerï¿_sï¿_Tree of Codes, this article confronts the difficulty of citation as an occasion to develop a web based prototype or model of this decidedly paper bound text. The result of this experiment produced a digitized version of Tree of Codes that allows for a further discussion of issues of loss, deformation, and versioning alongside a wider conversation on presentation semantics on the web and browser capabilities. This article argues that experimental features on the web have a great deal to gain in a reciprocal exchange between experimental print media.",Digital Humanities Quarterly,banks2006 | barry2012 | bolter2000 | box1987 | busse2005 | brillenburg2012 | bronner2009 | crockford2008 | drucker2004 | eisenstein1979 | foer2010 | galey2011 | galey2010 | galey2009 | heller2010 | jenkins2003 | kachka2010 | liu2009 | mcgann2001 | meillassoux2008 | meillassoux2012 | moretti2000 | ramsay2011 | rockwell2013 | samuels1999 | schulz2008 | wagner2010 | witmore2012 | wurth2011,29,1,-79.9850765,42.1206887,united states,Digital Humanities,"Humanities, Multidisciplinary",#N/A
134,"McCarty, Willard | Nyhan, Julianne | Welsh, Anne | Salmon, Jessica",2012,mccarty2012,isolate_13,isolate_2947,0,"Questioning, Asking and Enduring Curiosity: an Oral History Conversation between Julianne Nyhan and Willard McCarty",King's College London and University of Western Sydney | University College London | University College London | University of Trier,United Kingdom and Australia | United Kingdom | United Kingdom | Germany,"This interview was carried out with Willard McCarty on Tuesday 27th March, 2012 in University College London. He recounts that his earliest encounter with computing was in the Lawrence Radiation Laboratory in Berkley where he worked with semi-automated scanning equipment for the Alvarez high-energy physics projects. After his dreams of becoming a physicist were thwarted he transferred to Reed College. There he did not have the opportunity to take formal training in computing; for the most part, Computer Science departments did not exist then. So, he learned to programme on the job with help from a talented physicist turned computer programmer named Bill Gates (no association with Microsoft). His first encounter with what we now call digital humanities was at the University of Toronto where he worked on the Records of Early English Drama project whilst undertaking a PhD on 17th century non-dramatic poetry. In 1984/5, as he was finishing his PhD, he accepted an academic support role at the Centre for Computing in the Humanities at Toronto, where he remained until 1996 when he accepted an academic post in King's College London. In Toronto he was keenly aware of the staff-faculty divide and the marginalised position of those who used computers in Humanities research. Nevertheless, the opportunities that the role brought to meet with a range of scholars interested in computing had a lasting influence on him. So too, with funding from the Social Sciences and Humanities Research Council of Canada he was able to undertake a research project on Ovid's Metamorphosis. He closes the interview by reflecting on his early involvement with the conference scene and people who have influenced him, from academics to his calligraphy teacher Lloyd Reynolds.",Digital Humanities Quarterly,bessinger1965,1,1,-0.096023,51.4683603,united kingdom,Information Studies,Information Science & Library Science,oral history | history of Humanities Computing/Digital Humanities | interdisciplinary collaboration | classics | programming | cultural studies
64,"McDonough, Jerome",2009,mcdonough2009,community_0,community_4,0,"XML, Interoperability and the Social Construction of Markup Languages: The Library Example",University of Illinois,United States of America,"The past decade has seen XML widely adopted within a variety of communities, including the digital library community. While it now plays a critical role in the infrastructure of many digital library operations, XML's promise of interoperability of data across systems and organizations has not been fully realized within digital libraries. The reasons for this are not primarily technical in origin, but social, and relate to the cultures of XML's designers and XML language implementors, and a failure on the part of the digital library community to grapple with the sociotechnical nature of XML and its implementation. Possible strategies for addressing these issues of interoperability might include reduction of the flexibility afforded by specific XML-based markup languages used by the digital library community, and an increased focus on standardizing translations between various communities of practice use of such markup languages.",Digital Humanities Quarterly,akrich1992 | bosak1997 | bosak1998 | bosak1999 | dilauro2005 | goodger2001 | hillmann2005 | hurley1999 | irs2007 | keith2005 | kendall2007b | kott2006 | littmann2006 | loc2006 | loc2008 | nelson2005 | renear2001 | seaman2003 | shirky2005 | shreeves2005 | berkeley1997 | bray2006 | wwwc1999a | wwwc1999b,24,1,-87.6716747,41.8700726,united states,Library and Information Science,Information Science & Library Science,digital libraries | standards and interoperatility | XML | mark-up technologies | metadata | text encoding | information architecture | cultural studies
89,"McDonough, Jerome | Kirschenbaum, Matthew | Reside, Doug | Fraistat, Neil | Jerz, Dennis",2010,mcdonough2010,community_2,community_0,0,Twisty Little Passages Almost All Alike: Applying the FRBR Model to a Classic Computer Game,University of Illinois | University of Maryland | University of Maryland | University of Maryland | Seton Hill University,United States of America | United States of America | United States of America | United States of America | United States of America,"Humanities scholars and librarians both confront questions regarding the boundaries of texts and the relationships between various editions, translations and adaptations. The Functional Requirements for Bibliographic Records (FRBR) Final Report from the International Federation of Library Associations has provided the library community with a model for addressing these questions in the bibliographic systems they create. The Preserving Virtual Worlds project has been investigating FRBR's potential as a model for the description of computer games and interactive fiction. While FRBR provides an attractive theoretical model, the complexity of computer games as works makes its application to such software creations problematic in practice.",Digital Humanities Quarterly,dalenberg2006 | dec1987 | ifla1997 | jerz2007 | ledecky2000 | montfort2003 | powers2000 | renear2006 | samuels1989 | shakespeare1878 | shelley1903 | smiraglia1992 | svenonius2000 | tanselle1989 | thibodeau2002,15,1,-87.6716747,41.8700726,united states,Theatre,Theater,bibliographic methods / textual studies | gaming/ game studies | sustainability and preservation | metadata | modeling | digital humanities - nature and significance | digital curation
45,"Meehan, Sean Ross",2009,meehan2009,community_0,community_3,0,"Text Minding: A Response to Gender, Race, and Nationality in Black Drama, 1850-2000: Mining Differences in Language Use in Authors and their Characters",Washington College,United States of America,"A response to the Data Mining cluster, exploring the role of machine learning in textual study.",Digital Humanities Quarterly,birkerts1994 | gates1987 | hayles2002 | mcgann2001a,4,1,-76.06965,39.2192293,united states,English,Language & Linguistics,machine learning/reading | text mining | media studies
149,"Montfort, Nick | Strickland, Stephanie",2013,montfort2013, ,isolate_3546,0,cut to fit the tool-spun course,MIT | Independent Scholar,United States of America,"""cut to fit the toolspun course"" includes a new gloss by the authors on the original JavaScript code. The code was originally published with some comments to assist those who might want to modify or re-use it; this version expands on those comments to explain more about the process of developing the generator and to reflect on the nature of comments and the glossing of code. This file, including comments both practical and reflective, is offered as one model for the criticism of literary works written in code",Digital Humanities Quarterly, ,0,1,-71.09416,42.360091,united states,Comparative Media Studies Writing,"Humanities, Multidisciplinary",programming | processing language | critical code studies | annotation systems | crowdsourcing
116,"Mostern, Ruth | Gainor, Elana",2013,mostern2013,isolate_14,isolate_2565,0,"Traveling the Silk Road on a Virtual Globe: Pedagogy, Technology and Evaluation for Spatial History",University of California Merced | University of California Merced,United States of America | United States of America,"This article describes the authorsï¿_ï¿_ experience teaching college students how to use Google Earth to create atlases of historical Silk Road journeys. It argues that a digital humanities classroom, with clearly defined assignments and extensive evaluation, is an exemplary setting for establishing and verifying genre conventions and review standards. Approaches that are developed for the classroom can be modified for professional settings. The authors introduce criteria for evaluating digital historical atlases as works of humanistic scholarship, and suggest that digital humanists do the same for other disciplines and genres as well.",Digital Humanities Quarterly,anderson2011 | beyer2007 | bodenhamer2010 | braudel1980 | broad2003 | carter1988 | christian2004 | curry2005 | darnton2010 | dear2011 | fish2011a | fitzpatrick2011a | gregory2010 | grossner2010 | hull2005 | ingold1993 | massey2005 | mbembe2000 | mcgann2011 | mostern2010 | mostern2008b | council2006a | nowviskie2011a | richardson2011 | rockwell2011a | sewell2005,26,1,-120.4301435,37.3629181,united states,"Social Sciences, Humanities and Arts","Humanities, Multidisciplinary",historical studies | digital humanities - pedagogy and curriculum | digital scholarship | mapping | geospatial analysis
183,"Mueller, Martin",2014,mueller2014, ,isolate_4471,0,Shakespeare His Contemporaries: collaborative curation and exploration of Early Modern drama in a digital environment,Northwestern University,United States of America,This is the text of the Hilda Hulme Memorial Lecture given at the Institute for English Studies at the University of London in July 2013.,Digital Humanities Quarterly, ,0,1,-87.675267,42.0564594,united states,English,Language & Linguistics,"linguistics | literary studies | data mining/text mining | content analysis | digital literary studies | corpora and corpus activities | philology | genre-specific studies: prose, poetry, drama, song, comic/graphic | collaborative digital scholarship | digital curation"
173,"Murray, Annie | Wiercinski, Jared",2014,murray2014,community_6,community_2,0,A Design Methodology for Web-based Sound Archives,University of Calgary | Concordia University,Canada | Canada,"Well-designed digital tools facilitate the creation of new knowledge in the humanities. Good design is user-centered, focused, and needs-driven, all of which depend on a rich understanding of the target audience or end user. Unsworthï¿_ï¿_s scholarly primitives and the work of Palmer, Teffeau and Pirmann on scholarly information practices provide a framework for understanding how humanities scholars do their work. We propose applying this framework to the design of a spoken word archive, with the aim of designing a digital tool that is optimized for the documented practices of scholars. We propose that listening and annotation are key activities of humanities scholars performing literary criticism of audio recordings. Taking the SpokenWeb poetry project as an example, we discuss how designing a web-based tool with these key activities in mind could facilitate close and critical engagement with recordings of spoken poetry. We present a methodology for designing a web-based sound archive for literary criticism and we propose features and functionalities that facilitate this criticism.",Digital Humanities Quarterly,audenaert2010 | bernstein2009 | bernstein1998 | bowman2007 | bradley2007 | brown2002 | carr2010 | chu1999 | ciccoricco2012 | cull2011 | gay2004 | hillesund2010 | murray2012 | nicholas2012 | palmer2008 | palmer2002 | palmer2009 | project2010 | rieger2010 | rimmer2008 | toms2005 | toms2008 | unsworth2000 | warwick2008,24,1,-114.1358007,51.0781599,canada,Library Science,Information Science & Library Science,software/tool design and development | digital archives | multimedia | annotation systems | resource creation and discovery | interface and user experience design | user studies / user needs | publishing and delivery systems | content analysis | project design
36,"Nagy, Gregory | O'Donnell, James",2009,nagy2009, ,isolate_835,0,Foreword,Harvard University | Georgetown University,United States of America | United States of America, ,Digital Humanities Quarterly, ,0,1,-71.1166601,42.3770029,united states,Classics,Classics,teaching and pedagogy | sustainability and preservation | open access
19,"Nauta, Gerhard Jan",2008,nauta2008,community_1,community_5,1,As You Can See: Applying Visual Collaborative Filtering to Works of Art,Leiden University,Netherlands,"Art historically relevant visual knowledge can be deconstructed and the resulting components of this visual knowledge ï¿_ï¿_ï¿_ visual discernments ï¿_ï¿_ï¿_ lend themselves to be socially negotiated. Individual visual experts (like connoisseurs) do not share some grand and undividable cognitive cataloguing system; they are attentive to piecemeal visual discernments and the patterns in which these occur in reality. In conventional scholarly communication sophisticated tools to discuss perceptual patterns are lacking. This paper not only proposes a theoretical model of visual knowledge accumulation, but also describes a practical implementation, Art.Similarities, which is designed as a prototype of such a sophisticated tool. Using a custom-made interface it records visual behavior: the non-verbally expressed visual similarity judgments of distributed individuals. Users can be assigned to groups according to the qualities of their judgments. These qualities may be distilled from emerging similarity patterns. The implications of individual judgments in different user groups may vary considerably. Emerging patterns can be assessed both according to human analysis and statistical procedures. Most studies on art evaluation are attentive to either the characteristics of works, or the characteristics of observers. In this study both are considered as interdependent entities consistently.",Digital Humanities Quarterly,aberer2004 | ahn2006 | attneave1950 | baca2005 | barrett1989 | batschmann1986 | bearman2005 | bra2004 | bush1945 | chen2005 | eakins1999 | elkins1999 | finch1974 | goodman1988 | heylighen1999 | huijsmans1999 | hutchins1995 | peter2000 | jorgensen1999 | kirsch1984 | loran2006 | lynch2001 | nauta1993 | nauta2001 | oreilly2006 | panofsky1970 | ross2004 | salomon1996 | santini2001 | shatfordlayne2002 | sierra2007 | stahl2006 | stubenrauch1993 | tufte1998 | unsworth2001 | vygotsky1976 | wenger2002 | wolfflin1950 | wyman2006,39,1,4.485209,52.1571485,netherlands,Humanities,"Humanities, Multidisciplinary",user studies / user needs | art history | interface and user experience design | cultural studies | modeling | ontologies | knowledge representation | resource creation and discovery | databases | collaborative editing | software/tool design and development
137,"Nelson, Brent | Bath, Jon",2012,nelson2012d,isolate_15,isolate_2976,1,Old Ways for Linking Texts in the Digital Reading Environment: The Case of the Thompson Chain Reference Bible,University of Saskatchewan | University of Saskatchewan,Canada | Canada,"This paper will briefly survey the historical development of linking systems in the Christian Bible, from their theological foundations to their formation in the architecture of the printed book. It will then examine the apogee of intra-Biblical linking systems in the Thompson Chain Reference Bible, particularly its chain-referencing system for thematic linking between texts. Finally, it will use this mature print technology to consider the state of the hyperlink in current Web-interfaces. It will show that while in many ways modern attempts at a dynamic hyperlink surpass this elaborate linking system in functionality, in a few key functions this old print technology out-performs what is commonly and readily available in current Web-browsers. In pursing this comparative analysis we aim to demonstrate the importance of understanding the organization and navigational structure of the codex in designing digital reading environments that will meet and surpass the affordances of print.",Digital Humanities Quarterly,brusilovsky2001 | dyck2008 | foys2007 | gibson1993 | herbert1941 | inke2012 | kirkbride | nave1896 | newman1658 | olivetree | saenger1999 | tam1997a | tam1997b | thompson1908 | truran2007,15,1,-106.6236777,52.138997,canada,English,Language & Linguistics,biblical studies | linking and annotation | media history [history of the book] | information architecture | publishing and delivery systems | digital publishing
130,"Nyhan, Julianne | Flinn, Andrew | Welsh, Anne",2012,nyhan2012,community_2,community_3,0,A short Introduction to the Hidden Histories project and interviews,University College London | University College London | University College London,United Kingdom | United Kingdom | United Kingdom,This article offers a short introduction to the Hidden Histories project and to the five interviews that have been selected for publication here.,Digital Humanities Quarterly,passerini1979 | portelli2006 | hockey2004 | adamo1994 | mccarty2003b | nyhan2013 | ritchie2003 | rockwell2011c,8,1,-0.1340401,51.5245592,united kingdom,Information Studies,Information Science & Library Science,history of Humanities Computing/Digital Humanities | oral history
4,"Patrik, Linda E.",2007,patrik2007,community_0,community_0,0,Encoding for Endangered Tibetan Texts,Union College,United States of America,"For over a thousand years, Tibet has preserved and translated ancient Buddhist Sutras from India, keeping the tradition of Buddhist philosophy and meditation alive long after it died out in India by the 12th Century. Recent efforts to digitize materials from this textual tradition offer opportunities to broaden the circulation of rare materials to the exiled Tibetan scholarly community, but also suggest conceptual challenges arising from the complexity of the texts and their inherently multimodal character. This paper describes the scholarly and meditative traditions from which these texts come, and discusses possible approaches to their digitization.",Digital Humanities Quarterly,anderson2003 | bia2003 | chilton2006 | dreyfus2003 | dutt1962 | hayles2002 | marvet2006 | muller1894 | rahtz2005,9,1,-73.9305222,42.8177427,united states,Philosophy,Philosophy,multilingual / multicultural approaches | digitisation - theory and practice | encoding - theory and practice | TEI | multimedia | visualization | sustainability and preservation | asian studies | theology
76,"Piccini, Angela",2009,piccini2009,community_0,community_0,0,"Locating Grid Technologies: Performativity, Place, Space: Challenging the Institutionalized Spaces of e-Science",University of Bristol,United Kingdom,"This paper arises out of a brief period in the early- to mid-2000s when the British funding and research climate facilitated a relationship between the technical, operational language of e-Science and the creative and performing arts. It concerns the ways in which live creative practices produce media traces that are fractured across screens and networks to produce new spatial relations between live events and their records. The split and contradictory subjectivities produced in these highly mediatized environments bring to the fore creative tensions between the live event and the recorded document. That is, the discourses, technologies and practices (if we may separate these) of e-Science not only produce new, spatial connections between events and their archives, they enact the liveness of archives as they are accessed and recombined to produce new art forms. Locating Grid Technologies: Performativity, Place, Space, a research workshop series funded by the A&H e-Science Initiative in its 2006 round, aimed to investigate how e-Science technologies might inform new understandings of space and time for distributed, creative research practices. Arts and technology researchers from the UK, US and Japan met to generate, analyze and re-use audio-visual documents of distributed practice-led research. Specifically, the project sought to combine and repurpose e-Science tools in order to investigate the spatial relationships produced between time-based, live events and their immediately mediatized traces. This paper investigates those performative fragmentations of place and space. It suggests that the potentialities and pitfalls of e-Science tools and technologies present fertile material for the arts researcher, particularly within the area of practice-based research: from the politics of surveillance to the aesthetics of video compression, from the ethics of multidisciplinary collaboration to the theoretical implications of mixing video time and space with the time and space of the performance event.",Digital Humanities Quarterly,ahds2006 | ahrc2006a | bergson1912 | birringer1999 | bolter2000 | butler1999 | century2005 | connolly2002 | delahunta2002 | derrida1995 | dixon2007 | flynn2002 | galloway2008 | giannachi2007 | gibson1979 | haraway1998 | imperiale2000 | kittler1999 | leatherbarrow2002 | manovich2001 | melville1994 | phelan1993 | rye2009 | poindexter2002 | ricoeur1999,25,1,-2.6029792,51.4584172,united kingdom,Arts,"Humanities, Multidisciplinary",e-science | archives | new/digital media studies | interdisciplinary collaboration | spatio-temporal modeling
176,"Piersma, Hinke | Tames, Ismee | Buitinck, Lars | van Doornik, Johan | Marx, Maarten",2014,piersma2014,community_2,community_3,0,War in Parliament: What a Digital Approach Can Add to the Study of Parliamentary History,"NIOD Institute for War, Holocaust and Genocide Studies | NIOD Institute for War, Holocaust and Genocide Studies | University of Amsterdam | University of Amsterdam | University of Amsterdam",Netherlands | Netherlands | Netherlands | Netherlands | Netherlands,"With the digitization of the parliamentary proceedings (Handelingen der Staten Generaal), the structuring of this body of data, and the development of an advanced search engine, we can apply new methods of historical research. This contributes to a further promotion of the sophisticated use of quantitative data to enhance qualitative historical research. This article focuses on the Boerenpartij(Farmersï¿_ï¿_ Party), the first political party from the far right that entered Dutch parliament after the Second World War (WWII). The Boerenpartij is remembered as being stigmatized by the traditional political parties as wrong ( fout ), as National Socialism and its supporters were dubbed in the Netherlands. However, no systematic research has been conducted on the questions: in what way, how frequently and for what purpose these connections with the wrong past were made. With the available digitized data and the retrieval techniques offered by computer scientists it is now possible to answer these questions.",Digital Humanities Quarterly,bron2012 | handelingen1965 | nooij1969 | odijk2012 | svensson2012b | tames2013 | vandonselaar1991 | venderheiden2010 | vossen2005 | vossen2012,10,1,4.8951679,52.3702157,netherlands,Classics,Classics,query languages | historical studies | data mining/ text mining | digitzation - theory and practice | databases | information retrieval
20,"Piez, Wendell",2008,piez2008, ,isolate_420,0,Something Called Digital Humanities,Mulberry Technologies Inc.,United States of America,"Are the Digital Humanities only a concession to fashion, and as such a sign of decline? A professor of English, off the cuff and online, suggests as much, but there is reason to wonder.",Digital Humanities Quarterly, ,0,1,-76.6412712,39.0457549,united states,Information and Library Science,Information Science & Library Science,digital humanities - nature and significance | cultural studies | collaboration | new/digital media studies
95,"Piez, Wendell",2011,piez2011, ,isolate_1891,1,Impractical Applications,Mulberry Technologies Inc.,United States of America,"The question of how we justify digital humanities to unknowing or skeptical audiences cannot be disentangled from how we justify studying the humanities in an era of anxiety and doubt regarding the pursuit of anything without supposedly practical aims. Answering these concerns requires not only rejecting the faulty assumptions on which they are based, but also bringing more information to bear regarding the connections between our work and the values, both practical (judged in terms of effects) and not (judged on its own terms) of the larger economy and culture in which we participate.",Digital Humanities Quarterly, ,0,1,-76.6412712,39.0457549,united states,Information and Library Science,Information Science & Library Science,digital humanities - nature and significance | cultural studies | interdisciplinary collaboration
163,"Poole, Alex H.",2013,poole2013,community_3,community_1,0,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,University of North Carolina at Chapel Hill,United States of America,"In their seminal report, Our Cultural Commonwealth (2006), the American Council of Learned Societies underscored the need for scholars engaged in digital humanities work to leverage their access to data both to expand their audience to the general public and to generate new research questions. Now is the Future Now? argues that the progress made in digital humanities toward these goals has depended and will depend not only on digital data, but also on their appropriate curation. The article defines digital humanities, data, so-called Big Data, and digital curation. Next it examines digital curation initiatives in the sciences and in the humanities that occurred before the release of Our Cultural Commonwealth. It then considers and evaluates the digital curation work undertaken in the sciences and in the humanities after the reportï¿_ï¿_s publication. In theory and in practice digital curation has benefited substantially from practices developed and tested first in the natural sciences and subsequently adapted for and extended in the humanities. Finally, the piece explores the future work necessary to facilitate symbiosis between digital curation and digital humanities. Collaboration and cooperation, transcending geographical, disciplinary, and institutional boundaries, data sharing, policies and planning, education and training, sustainability ï¿_ï¿_ï¿_ all remain pressing issues in 2013.",Digital Humanities Quarterly,abbott2008 | alvarado2011 | council2006 | arms2008 | arms2007 | atkins2003 | baker2009 | beagrie2004 | beagrie2006 | becker2009 | bell2009 | berman2010 | blanke2009 | bollier2011 | borgman2009 | borgman2012 | boyd2012 | buckland2011 | carlson2011 | carlson2007 | chin2004 | choudhury2010 | cohen2012 | constantopoulos2007 | cragin2010 | creamer2012 | crosas2011 | crow2002 | economic2010 | eynden2010 | flanders2012 | flanders2007 | fraistat2012 | friedlander2009 | gold2010 | goodman2009 | green2008 | hank2009 | hey2009 | higgins2008 | higgins2011 | hockx-yu2007 | data2009 | johnston2012b | karasti2006 | kim2011 | king2007 | kirschenbaum2010 | kornbluh2008 | lee2007 | lesk2010 | lord2003 | lynch2003 | lynch2008 | lyon2009 | mccarty2012 | miller2012 | myers2005 | science2009 | board2005 | foundation2005 | nature2009 | ogburn2010 | pannapacker2013 | piez2011 | prom2011 | pryor2009 | taskforce2009 | research2009 | rusbridge2007 | rusbridge2005 | schofield2009 | shorish2012 | spiro2012 | steinhart2012 | stodden2009 | svensson2010 | svensson2012b | swan2008 | uhlir2010 | unsworth2009 | vardigan2007 | wallis2008 | walters2009 | skinner2011 | waters2007 | weibel2009 | whitlock2010 | whyte2010 | willford2012 | witt2009 | yakel2007 | zimmerman2008 | zorich2009,94,1,-77.8697741,34.225775,united states,Information and Library Science,Information Science & Library Science,digital humanities - nature and significance | corpora and corpus activities | interdisciplinary collaboration | sustainability and preservation | digital curation
167,"Porsdam, Helle",2013,porsdam2013,community_2,community_3,0,Digital Humanities: On Finding the Proper Balance between Qualitative and Quantitative Ways of Doing Research in the Humanities,University of Copenhagen,Denmark,"Are we currently confusing being connected with communicating - and does the sort of communication people are typically engaging in on the Internet, in social media and when they use their mobile phones merely lead to superficial rather than meaningful dialogue? If this is the case, it ought to concern Digital Humanities (DH) scholars, many of whom continue to be more interested in how we connect than in the substance and dialogue of that very connectedness. I would like to argue for a better balance between the how and the what of DH - for a qualitative turn of sorts away from an interest in gaining and making accessible more information only, to an interest in also making sense of and understanding that information. For such a turn, computer scientists need input from the humanities whose specialty has always been to turn information into knowledge by means of critical interpretation and contextualization.",Digital Humanities Quarterly,berry2012 | borstelmann2012 | burdick2012 | fitzpatrick2011 | hardy2009 | hart2004 | hayles2012 | hockey2004 | kelly2010 | leavis1962 | mackillop1995 | ortolano2005 | ortolano2009 | porsdam-rendix2012 | ramadan2013 | reynolds2010 | rieder-rohle2012 | rosenzweig1998 | schlesinger1962 | schreibman | snow1998 | svensson2012b,22,1,12.5724096,55.6802303,denmark,Classics,Classics,computer science | digital humanities - pedagogy and curriculum | interdisciplinary collaboration | cultural studies | digital humanities - nature and significance | history of Humanities Computing/Digital Humanities
